conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1803680946862039411,Thu Jun 20 15:36:09 +0000 2024,2,@IndiHomeCare Cepet banget internet nya tapi pake biznet,1803814099001786827,https://pbs.twimg.com/media/GQhvXGmauAAqIQL.jpg,IndiHomeCare,in,"Planet Earth, Milky Way",0,0,0,https://x.com/everydaysammmy/status/1803814099001786827,593719916,everydaysammmy
1803800209295810781,Thu Jun 20 14:51:56 +0000 2024,0,@diary_nayanika 100 mbps yah kak? lumayan itu mah biznet gayanya doang 250 mbps tapi koneksi bapukkk. makasih infonyaaa kak ,1803802973568647304,,diary_nayanika,in,,0,0,0,https://x.com/sadeharu/status/1803802973568647304,1625681102,sadeharu
1803796527426732497,Thu Jun 20 14:49:00 +0000 2024,0,@NoviJust @vibinwithmehh Ntar aku cek deh kak terakhir taunya biznet belum masuk wilayah perumahanku huhu,1803802232967836059,,NoviJust,in,"East Borneo, Indonesia",0,1,0,https://x.com/toxicccgurls/status/1803802232967836059,934192803013263362,toxicccgurls
1803796527426732497,Thu Jun 20 14:45:33 +0000 2024,0,@toxicccgurls @vibinwithmehh Pke biznet udah 5G n cuepettt,1803801365438959945,,toxicccgurls,in,Unpredictable,0,1,0,https://x.com/NoviJust/status/1803801365438959945,1795753330536550400,NoviJust
1803800209295810781,Thu Jun 20 14:44:58 +0000 2024,0,@vekeberapaaa serius kak??? gak masalah sih.. soalnya biznet tuh sering banget no internet padahal biayanya dia naik terus dari tahun kemarin 375 trus jadi 416 sekarang 475 ,1803801219410104775,,vekeberapaaa,in,,0,1,0,https://x.com/sadeharu/status/1803801219410104775,1625681102,sadeharu
1803800209295810781,Thu Jun 20 14:40:57 +0000 2024,0,#zonauang ingpo wifi yang budget 400k koneksinya lebih bagus dari biznet. capek banget jujur,1803800209295810781,,,in,,0,2,0,https://x.com/sadeharu/status/1803800209295810781,1625681102,sadeharu
1803799653433176293,Thu Jun 20 14:38:45 +0000 2024,0,@BiznetHome biznet kenapa sih udah dari tahun kapan loh pake biznet tapi kenapa makin kesini koneksinya makin lemot sih??? biayanya doang yang makin mahal kualitas bukannya membaik malah sering no internet. pengen banget diganti sama yang lain kah?,1803799653433176293,,BiznetHome,in,,0,1,0,https://x.com/sadeharu/status/1803799653433176293,1625681102,sadeharu
1803580044444619146,Thu Jun 20 13:33:34 +0000 2024,0,@Jinanayaa aku anak biznet sih kak unn,1803783253649977645,,Jinanayaa,in,. . . Joullagers. 97haven. ,0,1,0,https://x.com/ofGyuri/status/1803783253649977645,1334429373936517122,ofGyuri
1803772293258367375,Thu Jun 20 12:50:01 +0000 2024,1,Sempurnakan Hidupmu #PakeBiznet Biznet Home Internet WiFi Terbaik Contact Person : 0851-6262-8121 Coordinator Area Biznet Yogyakarta #InternetJogja #WiFiJogja #BiznetJogja,1803772293258367375,https://pbs.twimg.com/media/GQhJVx1aIAAtIGp.jpg,,in,Yogyakarta,0,1,0,https://x.com/bznetjogja/status/1803772293258367375,359311572,bznetjogja
1803759119587045885,Thu Jun 20 11:57:40 +0000 2024,0,Kenapa sih 1st Media Oxygen Biznet dan lainnya nggak tersedia di sini........ gua akan kembali ke jaman batu kalau gitu,1803759119587045885,,,in,สวนผัก🥬🥕,0,0,0,https://x.com/erightta/status/1803759119587045885,1072079156140158976,erightta
1803734206801145987,Thu Jun 20 11:26:42 +0000 2024,0,@CErine_JKT48 1 tolong pake biznet ya angry girl biar smngt live nya,1803751323185344796,,CErine_JKT48,in,,0,0,0,https://x.com/Bbengbeng20/status/1803751323185344796,1154905892438994945,Bbengbeng20
1803748260038971842,Thu Jun 20 11:14:31 +0000 2024,1,tas Biznet yg segede gaban,1803748260038971842,https://pbs.twimg.com/media/GQgzerFacAAyPgak.jpg,,in,di atas bumi,1,2,0,https://x.com/sandicalla/status/1803748260038971842,1536722097644265472,sandicalla
1803715056502530171,Thu Jun 20 09:02:35 +0000 2024,1,Ini tanggapan Biznet soal masuknya layanan internet Starlink milik Elon Musk ke Indonesia. #kumparanTECH,1803715056502530171,,,in,,0,0,0,https://x.com/kumparan/status/1803715056502530171,759692754985242625,kumparan
1803707777627591145,Thu Jun 20 08:33:40 +0000 2024,0,Ini mah kesabaran juga ditest sama Biznet hhhhhhh,1803707777627591145,,,in,,0,0,0,https://x.com/danielaRia/status/1803707777627591145,31731862,danielaRia
1803687999609446487,Thu Jun 20 08:09:58 +0000 2024,0,@owldaylong @klitaw Biznet tp awal2 emg bagus... sekarang..... Coba back to basic (re: indihome),1803701814682067394,,owldaylong,in,,0,2,0,https://x.com/dowoonigiri/status/1803701814682067394,835178703483088896,dowoonigiri
1803687999609446487,Thu Jun 20 07:58:07 +0000 2024,0,@dowoonigiri @klitaw Biznet taun ini ancur banget Lor. Gw merindukan masa-masa indah saat pertama kali pake Biznet.... ,1803698830740955203,,dowoonigiri,in,,0,1,0,https://x.com/owldaylong/status/1803698830740955203,74088129,owldaylong
1803687999609446487,Thu Jun 20 07:31:03 +0000 2024,0,@klitaw @dowoonigiri Yah gimana ya ges first media kan gw ganti ke biznet soalnya emang dulu biznet bagus. ,1803692019505865185,,klitaw,in,,0,2,0,https://x.com/owldaylong/status/1803692019505865185,74088129,owldaylong
1803686479077712114,Thu Jun 20 07:09:02 +0000 2024,0,Biznet Bangun Kabel Fiber Optik Bawah Laut Hubungkan Jawa-Sumatra lewat @Businessupdate.id,1803686479077712114,,,in,Jakarta Selatan,0,0,1,https://x.com/BusinesupdateID/status/1803686479077712114,1610183865678823424,BusinesupdateID
1803681519959155202,Thu Jun 20 06:49:19 +0000 2024,0,First media udah biznet udah. Myrep lah abis ini. ,1803681519959155202,,,in,,1,0,0,https://x.com/owldaylong/status/1803681519959155202,74088129,owldaylong
1803675286682357963,Thu Jun 20 06:24:33 +0000 2024,1,Biznet Bangun Kabel Optik Bawah Laut Hubungkan Sumatra-Jawa-Bangka,1803675286682357963,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/Bisniscom/status/1803675286682357963,118646322,Bisniscom
1803346341088915758,Thu Jun 20 05:37:27 +0000 2024,0,@tissuebekass kalo provider hp nya pernah pake xl dan hasil nya jelek. berarti cari yang lain aja biznet udah oke,1803663431360455106,,tissuebekass,in,,0,0,0,https://x.com/naeyanika/status/1803663431360455106,60023122,naeyanika
1803663123028873396,Thu Jun 20 05:36:13 +0000 2024,0,Pembangunan kabel fiber optic ini merupakan bagian dari komitmen Biznet untuk mengurangi kesenjangan digital. #kumparanTECH,1803663123028873396,,,in,,0,0,0,https://x.com/kumparan/status/1803663123028873396,759692754985242625,kumparan
1803662366032404652,Thu Jun 20 05:33:13 +0000 2024,1,Sempurnakan Hidupmu #PakeBiznet Biznet Home Internet WiFi Terbaik Contact Person : 0851-6262-8121 Coordinator Area Biznet Yogyakarta #InternetJogja #WiFiJogja #BiznetJogja,1803662366032404652,https://pbs.twimg.com/media/GQflXF6aIAEO2tQ.jpg,,in,Yogyakarta,0,1,0,https://x.com/bznetjogja/status/1803662366032404652,359311572,bznetjogja
1803662203385684295,Thu Jun 20 05:32:34 +0000 2024,1,Biznet Ekspansi Kabel Fiber Optic Bawah Laut Hubungkan Sumatra-Jawa-Bangka,1803662203385684295,,,in,"Jakarta, Indonesia",0,0,2,https://x.com/Bisniscom/status/1803662203385684295,118646322,Bisniscom
1803647366114975899,Thu Jun 20 04:33:36 +0000 2024,1,Pendiri sekaligus Presiden Direktur Biznet Adi Kusma mengatakan pihaknya terus berkomitmen untuk membangun pemerataan akses internet di Nusantara. H...,1803647366114975899,,,in,,0,0,0,https://x.com/inilahdotcom/status/1803647366114975899,46693036,inilahdotcom
1803641889176101171,Thu Jun 20 04:17:51 +0000 2024,0,@r2muru masih indihome rumahku terlalu pedalaman biznet gamasuk tp ganti paket yg inet only lebih murah dr yg sebelumnyaa,1803643402296369661,,r2muru,in,,0,1,0,https://x.com/riritzsu/status/1803643402296369661,783271131042029568,riritzsu
1803641137275547803,Thu Jun 20 04:08:51 +0000 2024,0,Biznet gopok banget sumpah,1803641137275547803,,,in,he/him,0,0,0,https://x.com/5starmichelin/status/1803641137275547803,1343870925989507072,5starmichelin
1803623031669137900,Thu Jun 20 03:12:51 +0000 2024,0,@IndiHomeCare kesel lah. 3 minggu nunggu mulu gak dibenerin tagihan. mending biznet / provider lain aja,1803627041801269272,,IndiHomeCare,in,,0,2,0,https://x.com/agachand/status/1803627041801269272,300750249,agachand
1803620859166466522,Thu Jun 20 02:48:17 +0000 2024,3,Starlink resmi beroperasi di Indonesia! Perusahaan layanan internet milik Elon Musk itu memiliki sejumlah perbedaan dengan perusahaan penyedia layanan fixed broadband seperti IndiHome Biznet hingga First Media. Ini bukan promosi ya cuma berbagi informasi aja,1803620859166466522,https://pbs.twimg.com/media/GQe-m-IbgAAjncH.jpg,,in,Unknown Metaverse ,0,2,2,https://x.com/Iconman221/status/1803620859166466522,1501028490279518208,Iconman221
1803613987030049081,Thu Jun 20 02:20:58 +0000 2024,0,wifi yg bagus apa ya buat dirumah yg cepet gak lemot murah juga? lama2 biznet kek tai soalnya mana mahal lagi,1803613987030049081,,,in,,0,1,0,https://x.com/nikenmery/status/1803613987030049081,912593802153533440,nikenmery
1803565861799862599,Wed Jun 19 23:22:55 +0000 2024,0,@poppyry @infomalang Sudah aman untuk biznet,1803569177858548221,,poppyry,in,malang-jawa timur,0,1,0,https://x.com/ipoksamidub/status/1803569177858548221,727800844792406016,ipoksamidub
1803565861799862599,Wed Jun 19 23:09:44 +0000 2024,1,Apakah biznet dan iconnet hari ini udah normal kembali? Kemaren seharian di kantor ga bisa kerja akibat ads kebakaran di depan MCC @infomalang,1803565861799862599,,,in,Middle-earth ☺,0,1,1,https://x.com/poppyry/status/1803565861799862599,222292063,poppyry
1803483336310170102,Wed Jun 19 17:41:49 +0000 2024,0,biznet kenapa sih lelet betul . dah upgrade paket dan pake FUP masih aja jelek. ga ada 1k GB kepake masih aja kek keong .,1803483336310170102,,,in,,0,1,0,https://x.com/stimkbeams/status/1803483336310170102,1796899473660211200,stimkbeams
1803413223460446363,Wed Jun 19 17:14:30 +0000 2024,0,@first_kao @rshya78 Masnya kalau cek ping di cmd suka rto juga klw pake biznet?,1803476461862658289,,first_kao,in,Indonesia,0,0,0,https://x.com/antiwibulagibt/status/1803476461862658289,491277635,antiwibulagibt
1803459512453751039,Wed Jun 19 16:07:09 +0000 2024,1,Malam min mau tanya prihal biznet punya saya udah 2 hari ga bisa dipakai min warna nya merah @BiznetHome tolong ya,1803459512453751039,,,in,Jakarta Capital Region,0,1,1,https://x.com/kimot_kimot/status/1803459512453751039,1793927129387974656,kimot_kimot
1803448285165920275,Wed Jun 19 15:22:32 +0000 2024,0,biznet ga ngangkat buat streaming ,1803448285165920275,,,in,,0,0,0,https://x.com/anteemoo3/status/1803448285165920275,995246696757059584,anteemoo3
1803437735312756894,Wed Jun 19 14:40:37 +0000 2024,0,baru balik coyyy dari jam 2 siang tadi sampai jam 9 malam ini berkelana cari wifi kenceng. Dpt cafe yg 115+mbps + wifinya biznet tapi tetap aja klo webnya yg jelek ya asuuuu. kknya sampe mas² cafenya muakk pas payment makan lagisg bilang yg dibelakang tadi yaa mbaa hahahaha,1803437735312756894,,,in,kantong yedam,0,1,0,https://x.com/yyedamsgurll_/status/1803437735312756894,1585451691666968576,yyedamsgurll_
1803422944435249433,Wed Jun 19 13:41:50 +0000 2024,0,Biznet busuk banget woy,1803422944435249433,,,in,,0,0,0,https://x.com/agasandra/status/1803422944435249433,126234167,agasandra
1803413223460446363,Wed Jun 19 13:41:43 +0000 2024,0,@first_kao ini asli bngt sih aku stress brutal semenjak pake biznet,1803422916694122730,,first_kao,in,(´－ω－)人 10AM - bobo,0,1,0,https://x.com/rshya78/status/1803422916694122730,1456151473054646275,rshya78
1803419162855027013,Wed Jun 19 13:26:48 +0000 2024,1,Sempurnakan Hidupmu #PakeBiznet Biznet Home Internet WiFi Terbaik Contact Person : 0851-6262-8121 Coordinator Area Biznet Yogyakarta #InternetJogja #WiFiJogja #BiznetJogja,1803419162855027013,https://pbs.twimg.com/media/GQcIK7xaIAQL3M2.jpg,,in,Yogyakarta,0,1,0,https://x.com/bznetjogja/status/1803419162855027013,359311572,bznetjogja
1803417486878236927,Wed Jun 19 13:20:10 +0000 2024,0,ini karena biznet kosku akhir2 ini lemotttt aja jadinya melatih kesabaran tp kalo wifi luar/dari hp ttp kenceng kok,1803417490854388172,,jaedoyimark,in,ncity • she/her,0,0,0,https://x.com/jaedoyimark/status/1803417490854388172,787646363685101568,jaedoyimark
1803413494408290564,Wed Jun 19 13:04:17 +0000 2024,1,Biznet kentjeng banget tiba2 kesambet apaaaaa,1803413494408290564,,,in,,0,0,0,https://x.com/astudyinpink/status/1803413494408290564,74100027,astudyinpink
1803413223460446363,Wed Jun 19 13:03:12 +0000 2024,0,Biznet parah banget sumpah sering gak ada koneksi pdhl sinyal full,1803413223460446363,,,in,Indonesia（印尼）,0,2,0,https://x.com/first_kao/status/1803413223460446363,248013323,first_kao
1803412472621310077,Wed Jun 19 13:00:13 +0000 2024,0,kemaren ditawarin sales orbit suruh pindah dari biznet tinggal ku tunjukin ini ajalah,1803412472621310077,https://pbs.twimg.com/media/GQcCEYYb0AAN2I-.jpg,,in,nowhere,0,1,0,https://x.com/nnwjy/status/1803412472621310077,1191032741317332992,nnwjy
1803402571014611250,Wed Jun 19 12:20:53 +0000 2024,0,biznet ini kenapa ya,1803402571014611250,,,in,,0,0,0,https://x.com/tmmlndd/status/1803402571014611250,1312725187293442048,tmmlndd
1802983089888788701,Wed Jun 19 11:44:22 +0000 2024,0,@zariiil Tpi yo sek sedikit daerah sing tercover biznet,1803393381055471847,,zariiil,in,,0,0,0,https://x.com/Zauqi_/status/1803393381055471847,4086412452,Zauqi_
1803383818403062066,Wed Jun 19 11:06:22 +0000 2024,0,@BiznetHome tolong di cek biznet di rumah merah lagi untuk kesekian kalinya,1803383818403062066,https://pbs.twimg.com/media/GQboBola4AA6qnB.jpg,BiznetHome,in,,0,1,0,https://x.com/andisusant14343/status/1803383818403062066,1674928989755015168,andisusant14343
1803379093301502169,Wed Jun 19 10:47:35 +0000 2024,0,Bjirlah gua pindah ke Biznet krn katanya bagus. Sapa tuh yg ngomong bagus?? Gua war tiket udah pake LAN msh aja kalah. Malah menang yg pake kuota di HP First Media itu stabil walaupun kadang mati. Kalopun ada gangguan suka email (walau kadang lupa juga). Minusnya cuma 600k/bln,1803379093301502169,,,in,Indonesia,0,0,0,https://x.com/danaselvia/status/1803379093301502169,75998680,danaselvia
1803346341088915758,Wed Jun 19 09:31:41 +0000 2024,1,@tissuebekass Setau aku biznet yang 30mbps ga segitu deh. Atau karena di luar kota harga nya beda sama yang di Jakarta ?! Tah lah,1803359989723230502,,tissuebekass,in,"Depok, Jawa Barat",0,2,0,https://x.com/bebas_ZHX/status/1803359989723230502,1240107099629092864,bebas_ZHX
1803346341088915758,Wed Jun 19 09:28:26 +0000 2024,0,@tissuebekass biznet mas tp tanya dulu ada jaringan masuk ke sana nda overall bagus udh make 5th an,1803359173586944499,,tissuebekass,in,nowhere to be found. ,0,1,0,https://x.com/downbad_89/status/1803359173586944499,1539080452094726144,downbad_89
1803359160580690294,Wed Jun 19 09:28:23 +0000 2024,1,Hallo min. Biznet lagi gangguan yahh??? @BiznetHome,1803359160580690294,https://pbs.twimg.com/ext_tw_video_thumb/1803359010571296768/pu/img/1Yk-m8dBTTbAHwZS.jpg,,in,Indonesia,0,1,0,https://x.com/fauzanhaqali_/status/1803359160580690294,1215225920,fauzanhaqali_
1803346341088915758,Wed Jun 19 09:20:58 +0000 2024,0,@tissuebekass Mas kok itu Biznet murah gitu sih?,1803357295990235544,,tissuebekass,in,,0,1,0,https://x.com/seniorpelangi/status/1803357295990235544,1283454135212273665,seniorpelangi
1803346341088915758,Wed Jun 19 09:13:04 +0000 2024,0,@tissuebekass Biznet terbaik ,1803355307470627311,,tissuebekass,in,"Makassar, Indonesia",0,1,0,https://x.com/akunjakun/status/1803355307470627311,1488755619255693312,akunjakun
1803346341088915758,Wed Jun 19 09:01:56 +0000 2024,0,@tissuebekass Enak ya yg perumahannya ada biznet Perumahan i adanya MNC indirumah myrep media pertama aja. Pingin biznet tp nggak msk Indirumah aja sinyalnya ky' gemini moodyan,1803352506979807632,,tissuebekass,in,"Semarang, Jawa Tengah",0,2,0,https://x.com/CallMeHusnu/status/1803352506979807632,1641094240532041729,CallMeHusnu
1803346341088915758,Wed Jun 19 08:41:29 +0000 2024,0,@tissuebekass Biznet sih IPTV useless kalo dirumahku wkwkw,1803347359457595452,,tissuebekass,in,Semarang,0,1,0,https://x.com/daysafterlust/status/1803347359457595452,1307714406705278978,daysafterlust
1803263273300873402,Wed Jun 19 07:26:07 +0000 2024,2,@CocoAgain98 Toko wis mau padam yg msh ribet ya jaringan internet telkom biznet myrepublic dll,1803328391250432437,https://pbs.twimg.com/media/GQa1nUEaIAIm-Pw.jpg,CocoAgain98,in,Jawi Wetan,0,0,0,https://x.com/C4k_D3pp/status/1803328391250432437,3797534720,C4k_D3pp
1803315858049273927,Wed Jun 19 06:55:57 +0000 2024,0,@SukabumiiFess adaa free kok nder biasanya aku pake yg free biznet itu gausaah pake password tp emang login nya agak lama kalo waktu awal biasanya pake yg wf@dispusif tapi gatau kenapa akhir-akhir ini ga bisa connect jd lebih sering pake yang biznett!!,1803320798205423999,,SukabumiiFess,in,,0,0,0,https://x.com/qb3lk/status/1803320798205423999,1413621014638960643,qb3lk
1803283329766379682,Wed Jun 19 04:27:03 +0000 2024,0,- Indihome - Solnet - Mayatama - My Republic - Dashnet - Gdsnet - Iconnet - Centro Net Home - Biznet Home Gada kah yg beneran bagus di antara ini? ,1803283329766379682,,,in,,0,1,0,https://x.com/xoluckys/status/1803283329766379682,1535825169486589953,xoluckys
1803275449486950595,Wed Jun 19 03:55:45 +0000 2024,1,Sempurnakan Hidupmu #PakeBiznet Internet WiFi Terbaik Biznet Home. Contact Person : 0851-6262-8121 Coordinator Area Biznet Yogyakarta #InternetJogja #WiFiJogja https://t.co/acwWJBt3C4,1803275449486950595,https://pbs.twimg.com/media/GQaFduibwAA_g3G.jpg,,in,Yogyakarta,0,1,0,https://x.com/bznetjogja/status/1803275449486950595,359311572,bznetjogja
1803267223370473661,Wed Jun 19 03:30:56 +0000 2024,0,@pustastu OCE td gw udah cek si biznet tp susah nyari lokasi gw wkkwkw,1803269207846691229,,pustastu,in,byf pls check my rentry,0,0,0,https://x.com/kyeomisol/status/1803269207846691229,1305396294312054785,kyeomisol
1803267223370473661,Wed Jun 19 03:24:37 +0000 2024,0,@kyeomisol biznet pengguna lama 450rb kl ga salah tp kl pngguna baru udh naik (cmiiwwww),1803267617135927449,,kyeomisol,in,03' 🍒🐰🐯⚔️🍊,0,1,0,https://x.com/haiseungkwan/status/1803267617135927449,1389037102885531648,haiseungkwan
1803255250297794570,Wed Jun 19 02:55:00 +0000 2024,0,@sscaredycats Nunggu Biznet kali ya capek ama provider BUMN gue,1803260163136364657,,sscaredycats,in,"Bandung, Jawa Barat, Indonesia",0,1,0,https://x.com/fajarws11/status/1803260163136364657,326657556,fajarws11
1802983089888788701,Wed Jun 19 02:51:45 +0000 2024,0,@Zauqi_ Keren yoh gersik mlebuh biznet,1803259343409914056,,Zauqi_,in,,0,2,0,https://x.com/zariiil/status/1803259343409914056,1072143433848938496,zariiil
1803255253330174087,Wed Jun 19 02:35:29 +0000 2024,0,SI BIZNET ANYING GANGGUANNYA GA TEPAT WAKTU banget SAT,1803255253330174087,,,in,rant acc ,0,0,0,https://x.com/avenchiurin/status/1803255253330174087,1662040196496637955,avenchiurin
1803252778221052336,Wed Jun 19 02:25:39 +0000 2024,0,biznet kontol biznet idiot ganggu orang kerja remot anjing,1803252778221052336,,,in,,0,0,0,https://x.com/guranburubekup/status/1803252778221052336,1644224592796594177,guranburubekup
1803245712140091442,Wed Jun 19 02:19:34 +0000 2024,0,@anvie Bukan pak ini perbandingan pake router biznet jika pakai kabel LAN dan WiFi nya. Sepertinya ada limitasi untuk WiFi nya,1803251247581110631,,anvie,in,"Bali, Indonesia",0,0,0,https://x.com/ik_surya_negara/status/1803251247581110631,68667468,ik_surya_negara
1803248011570717099,Wed Jun 19 02:06:43 +0000 2024,0,slide 1 (dari web biznet) wah malah dijanjiinnya extra quota 1TB brarti harusnya punya 5TB quota tpi ternyata cuma dapet 3.9TB (dari dashboard user) di slide 2 @BiznetHome ini kemana 1.1TB yang harusnya jadi hak saya yak? https://t.co/sWeb7QbyS1,1803248011570717099,https://pbs.twimg.com/media/GQZsHXcawAAOhe0.jpg,,in,,0,1,0,https://x.com/ryansyrl/status/1803248011570717099,41554559,ryansyrl
1803078329358274883,Tue Jun 18 14:52:27 +0000 2024,0,YAALLAH YA TUHAN KAMI INI KENAPA BIZNET UDAH 3 HARI BERUTUT TURUN LELET banget ,1803078329358274883,,,in,,0,0,0,https://x.com/notyouranymr/status/1803078329358274883,1455252640342831104,notyouranymr
1803072282090492159,Tue Jun 18 14:28:26 +0000 2024,0,pake biznet emg jelek kah,1803072282090492159,,,in,,0,0,0,https://x.com/gkdldoswof/status/1803072282090492159,1061520521773248513,gkdldoswof
1803068098099982382,Tue Jun 18 14:26:58 +0000 2024,0,@milnkys KUDU PAKE VPN BARU BISA ini gue pake wifi biznet dahal diem aja itu gak ada di blokir atau gimana kek gak keload,1803071914971197704,,milnkys,in,s/h — 22,0,1,0,https://x.com/ethanIIee/status/1803071914971197704,1413091139326930944,ethanIIee
1803063462324543766,Tue Jun 18 13:53:23 +0000 2024,0,Ada yang pernah berhenti langganan biznet gak? Apa di kenakan biaya kayak provider lain gak?,1803063462324543766,,,in,Onigashima,0,0,0,https://x.com/__ccrz/status/1803063462324543766,1109038785277251584,__ccrz
1803052226094780684,Tue Jun 18 13:08:44 +0000 2024,1,Sempurnakan Hidupmu #PakeBiznet Internet WiFi Terbaik Biznet Home. Contact Person : 0851-6262-8121 Coordinator Area Biznet Yogyakarta #InternetJogja #WiFiJogja https://t.co/iFgE1lZSZU,1803052226094780684,https://pbs.twimg.com/media/GQW6cK5bQAAlmqR.jpg,,in,Yogyakarta,0,1,0,https://x.com/bznetjogja/status/1803052226094780684,359311572,bznetjogja
1803044656185561449,Tue Jun 18 12:59:49 +0000 2024,0,@fladyink qm pake biznet kh,1803049982188302590,,fladyink,in,plZzzZz @ after dm ,0,1,0,https://x.com/operiyaa/status/1803049982188302590,1406539213424586755,operiyaa
